user_id,name,dob,ssn_pattern,address,fraud_label
39,User39,1980-02-09,158-XX-2664,39 Main St,0
40,User40,1980-02-10,610-XX-2081,40 Main St,2
41,User41,1980-02-11,781-XX-1512,41 Main St,0
42,User42,1980-02-12,575-XX-8805,42 Main St,0
43,User43,1980-02-13,799-XX-6237,43 Main St,0
44,User44,1980-02-14,882-XX-1559,44 Main St,0
45,User45,1980-02-15,289-XX-4672,45 Main St,0
46,User46,1980-02-16,786-XX-8404,46 Main St,0
47,User47,1980-02-17,662-XX-4343,47 Main St,0
48,User48,1980-02-18,975-XX-5070,48 Main St,0
49,User49,1980-02-19,666-XX-1580,49 Main St,0
50,User50,1980-02-20,343-XX-8004,50 Main St,0
51,User51,1980-02-21,931-XX-9130,51 Main St,0
52,User52,1980-02-22,604-XX-4147,52 Main St,0
53,User53,1980-02-23,230-XX-5249,53 Main St,0
54,User54,1980-02-24,584-XX-2679,54 Main St,0
55,User55,1980-02-25,918-XX-4506,55 Main St,0
56,User56,1980-02-26,746-XX-8253,56 Main St,0
57,User57,1980-02-27,120-XX-3744,57 Main St,0
58,User58,1980-02-28,940-XX-6188,58 Main St,0
59,User59,1980-02-29,266-XX-3141,59 Main St,0
60,User60,1980-03-01,373-XX-7617,60 Main St,0
61,User61,1980-03-02,487-XX-3479,61 Main St,0
62,User62,1980-03-03,700-XX-7484,62 Main St,0
63,User63,1980-03-04,415-XX-8421,63 Main St,0
64,User64,1980-03-05,113-XX-5452,64 Main St,0
65,User65,1980-03-06,341-XX-6881,65 Main St,2
66,User66,1980-03-07,876-XX-7665,66 Main St,0
67,User67,1980-03-08,445-XX-3849,67 Main St,0
68,User68,1980-03-09,664-XX-8390,68 Main St,0
69,User69,1980-03-10,997-XX-7905,69 Main St,0
70,User70,1980-03-11,439-XX-3489,70 Main St,0
71,User71,1980-03-12,191-XX-5611,71 Main St,1
72,User72,1980-03-13,466-XX-3839,72 Main St,0
73,User73,1980-03-14,554-XX-9527,73 Main St,0
74,User74,1980-03-15,527-XX-6878,74 Main St,0
75,User75,1980-03-16,608-XX-7303,75 Main St,0
76,User76,1980-03-17,875-XX-1851,76 Main St,0
77,User77,1980-03-18,134-XX-2687,77 Main St,0
78,User78,1980-03-19,305-XX-7833,78 Main St,1
79,User79,1980-03-20,180-XX-3427,79 Main St,0
80,User80,1980-03-21,661-XX-5000,80 Main St,0
81,User81,1980-03-22,971-XX-6052,81 Main St,0
82,User82,1980-03-23,487-XX-3738,82 Main St,0
83,User83,1980-03-24,101-XX-6732,83 Main St,0
84,User84,1980-03-25,489-XX-6387,84 Main St,0
85,User85,1980-03-26,665-XX-9002,85 Main St,0
86,User86,1980-03-27,205-XX-6536,86 Main St,0
87,User87,1980-03-28,871-XX-4913,87 Main St,0
88,User88,1980-03-29,921-XX-2066,88 Main St,1
89,User89,1980-03-30,576-XX-8723,89 Main St,0
90,User90,1980-03-31,802-XX-5380,90 Main St,0
91,User91,1980-04-01,501-XX-5107,91 Main St,0
92,User92,1980-04-02,829-XX-6726,92 Main St,0
93,User93,1980-04-03,655-XX-4373,93 Main St,0
94,User94,1980-04-04,261-XX-9945,94 Main St,0
95,User95,1980-04-05,301-XX-3082,95 Main St,0
96,User96,1980-04-06,369-XX-9967,96 Main St,0
97,User97,1980-04-07,962-XX-7748,97 Main St,0
98,User98,1980-04-08,915-XX-1417,98 Main St,0
99,User99,1980-04-09,370-XX-9306,99 Main St,0
100,User100,1980-04-10,555-XX-9808,100 Main St,0
101,User101,1980-04-11,561-XX-4974,101 Main St,0
102,User102,1980-04-12,826-XX-4267,102 Main St,0
103,User103,1980-04-13,351-XX-1825,103 Main St,0
104,User104,1980-04-14,801-XX-8668,104 Main St,0
105,User105,1980-04-15,395-XX-6745,105 Main St,1
106,User106,1980-04-16,824-XX-1412,106 Main St,1
107,User107,1980-04-17,819-XX-8543,107 Main St,0
108,User108,1980-04-18,848-XX-8587,108 Main St,0
109,User109,1980-04-19,437-XX-1728,109 Main St,1
110,User110,1980-04-20,978-XX-8164,110 Main St,0
111,User111,1980-04-21,152-XX-9867,111 Main St,0
112,User112,1980-04-22,891-XX-6988,112 Main St,1
113,User113,1980-04-23,316-XX-3504,113 Main St,0
114,User114,1980-04-24,863-XX-3967,114 Main St,0
115,User115,1980-04-25,287-XX-3786,115 Main St,0
116,User116,1980-04-26,479-XX-2122,116 Main St,0
117,User117,1980-04-27,592-XX-5079,117 Main St,0
118,User118,1980-04-28,140-XX-2571,118 Main St,0
119,User119,1980-04-29,256-XX-6073,119 Main St,0
120,User120,1980-04-30,114-XX-6104,120 Main St,0
121,User121,1980-05-01,912-XX-3143,121 Main St,0
122,User122,1980-05-02,164-XX-7806,122 Main St,0
123,User123,1980-05-03,956-XX-8357,123 Main St,2
124,User124,1980-05-04,938-XX-4440,124 Main St,0
125,User125,1980-05-05,620-XX-4766,125 Main St,0
126,User126,1980-05-06,443-XX-6644,126 Main St,1
127,User127,1980-05-07,228-XX-3914,127 Main St,0
128,User128,1980-05-08,747-XX-5968,128 Main St,0
129,User129,1980-05-09,571-XX-6917,129 Main St,0
130,User130,1980-05-10,162-XX-9787,130 Main St,0
131,User131,1980-05-11,238-XX-1728,131 Main St,0
132,User132,1980-05-12,598-XX-2365,132 Main St,0
133,User133,1980-05-13,692-XX-5492,133 Main St,0
134,User134,1980-05-14,491-XX-1698,134 Main St,0
135,User135,1980-05-15,774-XX-8186,135 Main St,0
136,User136,1980-05-16,518-XX-1395,136 Main St,0
137,User137,1980-05-17,388-XX-8400,137 Main St,0
138,User138,1980-05-18,478-XX-9082,138 Main St,0
139,User139,1980-05-19,872-XX-5171,139 Main St,0
140,User140,1980-05-20,589-XX-5360,140 Main St,0
141,User141,1980-05-21,330-XX-3502,141 Main St,0
142,User142,1980-05-22,140-XX-1717,142 Main St,0
143,User143,1980-05-23,127-XX-3782,143 Main St,0
144,User144,1980-05-24,234-XX-5946,144 Main St,0
145,User145,1980-05-25,300-XX-6486,145 Main St,0
146,User146,1980-05-26,939-XX-9335,146 Main St,0
147,User147,1980-05-27,879-XX-5980,147 Main St,0
148,User148,1980-05-28,132-XX-8266,148 Main St,0
149,User149,1980-05-29,147-XX-5491,149 Main St,0
150,User150,1980-05-30,602-XX-8192,150 Main St,0
151,User151,1980-05-31,506-XX-6588,151 Main St,0
152,User152,1980-06-01,673-XX-8651,152 Main St,1
153,User153,1980-06-02,827-XX-4636,153 Main St,0
154,User154,1980-06-03,904-XX-2167,154 Main St,0
155,User155,1980-06-04,198-XX-2062,155 Main St,2
156,User156,1980-06-05,783-XX-3156,156 Main St,0
157,User157,1980-06-06,971-XX-8860,157 Main St,1
158,User158,1980-06-07,825-XX-6161,158 Main St,0
159,User159,1980-06-08,646-XX-6305,159 Main St,0
160,User160,1980-06-09,838-XX-7541,160 Main St,0
161,User161,1980-06-10,712-XX-5729,161 Main St,0
162,User162,1980-06-11,561-XX-8330,162 Main St,0
163,User163,1980-06-12,742-XX-6334,163 Main St,0
164,User164,1980-06-13,868-XX-9924,164 Main St,0
165,User165,1980-06-14,104-XX-5330,165 Main St,0
166,User166,1980-06-15,317-XX-9010,166 Main St,1
167,User167,1980-06-16,602-XX-7801,167 Main St,0
168,User168,1980-06-17,866-XX-5846,168 Main St,0
169,User169,1980-06-18,497-XX-7731,169 Main St,0
170,User170,1980-06-19,970-XX-8241,170 Main St,2
171,User171,1980-06-20,894-XX-1953,171 Main St,0
172,User172,1980-06-21,492-XX-3539,172 Main St,0
173,User173,1980-06-22,306-XX-8056,173 Main St,2
174,User174,1980-06-23,114-XX-2542,174 Main St,1
175,User175,1980-06-24,957-XX-6293,175 Main St,0
176,User176,1980-06-25,653-XX-2191,176 Main St,0
177,User177,1980-06-26,991-XX-7313,177 Main St,0
178,User178,1980-06-27,560-XX-7938,178 Main St,0
179,User179,1980-06-28,790-XX-3681,179 Main St,0
180,User180,1980-06-29,674-XX-2540,180 Main St,0
181,User181,1980-06-30,963-XX-7172,181 Main St,0
182,User182,1980-07-01,842-XX-6541,182 Main St,0
183,User183,1980-07-02,340-XX-2365,183 Main St,1
184,User184,1980-07-03,663-XX-9691,184 Main St,0
185,User185,1980-07-04,195-XX-9702,185 Main St,0
186,User186,1980-07-05,833-XX-8494,186 Main St,1
187,User187,1980-07-06,584-XX-5312,187 Main St,0
188,User188,1980-07-07,506-XX-2324,188 Main St,0
189,User189,1980-07-08,330-XX-4141,189 Main St,0
190,User190,1980-07-09,848-XX-8419,190 Main St,0
191,User191,1980-07-10,754-XX-4486,191 Main St,0
192,User192,1980-07-11,270-XX-2810,192 Main St,0
193,User193,1980-07-12,640-XX-7588,193 Main St,0
194,User194,1980-07-13,135-XX-3923,194 Main St,0
195,User195,1980-07-14,624-XX-6301,195 Main St,0
196,User196,1980-07-15,259-XX-5186,196 Main St,1
197,User197,1980-07-16,938-XX-9905,197 Main St,0
198,User198,1980-07-17,798-XX-6977,198 Main St,2
199,User199,1980-07-18,342-XX-5268,199 Main St,0
200,User200,1980-07-19,185-XX-5748,200 Main St,0
201,User201,1980-07-20,895-XX-5849,201 Main St,0
202,User202,1980-07-21,677-XX-4709,202 Main St,2
203,User203,1980-07-22,781-XX-7619,203 Main St,0
204,User204,1980-07-23,656-XX-9647,204 Main St,0
205,User205,1980-07-24,673-XX-4072,205 Main St,0
206,User206,1980-07-25,745-XX-7530,206 Main St,0
207,User207,1980-07-26,895-XX-1504,207 Main St,0
208,User208,1980-07-27,127-XX-2214,208 Main St,0
209,User209,1980-07-28,719-XX-2531,209 Main St,0
210,User210,1980-07-29,655-XX-8576,210 Main St,0
211,User211,1980-07-30,439-XX-1823,211 Main St,0
212,User212,1980-07-31,897-XX-1928,212 Main St,0
213,User213,1980-08-01,430-XX-6029,213 Main St,0
214,User214,1980-08-02,739-XX-1133,214 Main St,1
215,User215,1980-08-03,605-XX-3105,215 Main St,0
216,User216,1980-08-04,447-XX-4627,216 Main St,0
217,User217,1980-08-05,572-XX-7316,217 Main St,0
218,User218,1980-08-06,330-XX-2852,218 Main St,0
219,User219,1980-08-07,289-XX-5910,219 Main St,0
220,User220,1980-08-08,324-XX-5175,220 Main St,0
221,User221,1980-08-09,484-XX-6348,221 Main St,0
222,User222,1980-08-10,476-XX-7190,222 Main St,0
223,User223,1980-08-11,382-XX-2256,223 Main St,0
224,User224,1980-08-12,732-XX-4376,224 Main St,0
225,User225,1980-08-13,727-XX-6645,225 Main St,0
226,User226,1980-08-14,844-XX-4486,226 Main St,0
227,User227,1980-08-15,358-XX-4584,227 Main St,0
228,User228,1980-08-16,458-XX-9053,228 Main St,0
229,User229,1980-08-17,809-XX-4330,229 Main St,0
230,User230,1980-08-18,555-XX-3703,230 Main St,0
231,User231,1980-08-19,510-XX-9662,231 Main St,0
232,User232,1980-08-20,748-XX-9120,232 Main St,0
233,User233,1980-08-21,417-XX-8114,233 Main St,0
234,User234,1980-08-22,776-XX-2353,234 Main St,0
235,User235,1980-08-23,324-XX-6063,235 Main St,0
236,User236,1980-08-24,918-XX-9549,236 Main St,0
237,User237,1980-08-25,333-XX-8575,237 Main St,0
238,User238,1980-08-26,783-XX-1667,238 Main St,0
239,User239,1980-08-27,763-XX-5468,239 Main St,2
240,User240,1980-08-28,926-XX-7819,240 Main St,0
241,User241,1980-08-29,473-XX-4719,241 Main St,0
242,User242,1980-08-30,771-XX-3745,242 Main St,0
243,User243,1980-08-31,707-XX-8483,243 Main St,0
244,User244,1980-09-01,571-XX-1539,244 Main St,0
245,User245,1980-09-02,332-XX-5964,245 Main St,0
246,User246,1980-09-03,791-XX-5835,246 Main St,1
247,User247,1980-09-04,212-XX-4775,247 Main St,0
248,User248,1980-09-05,929-XX-7042,248 Main St,0
249,User249,1980-09-06,596-XX-8102,249 Main St,1
250,User250,1980-09-07,541-XX-8312,250 Main St,0
251,User251,1980-09-08,663-XX-6320,251 Main St,2
252,User252,1980-09-09,367-XX-7132,252 Main St,0
253,User253,1980-09-10,609-XX-8891,253 Main St,0
254,User254,1980-09-11,906-XX-3779,254 Main St,0
255,User255,1980-09-12,485-XX-1924,255 Main St,0
256,User256,1980-09-13,486-XX-2581,256 Main St,0
257,User257,1980-09-14,212-XX-8714,257 Main St,0
258,User258,1980-09-15,712-XX-4324,258 Main St,0
259,User259,1980-09-16,724-XX-6713,259 Main St,2
260,User260,1980-09-17,180-XX-8026,260 Main St,0
261,User261,1980-09-18,798-XX-1255,261 Main St,0
262,User262,1980-09-19,212-XX-5804,262 Main St,0
263,User263,1980-09-20,101-XX-2838,263 Main St,0
264,User264,1980-09-21,741-XX-1009,264 Main St,0
265,User265,1980-09-22,319-XX-3871,265 Main St,0
266,User266,1980-09-23,665-XX-9989,266 Main St,0
267,User267,1980-09-24,954-XX-8409,267 Main St,0
268,User268,1980-09-25,835-XX-8418,268 Main St,0
269,User269,1980-09-26,324-XX-6124,269 Main St,0
270,User270,1980-09-27,484-XX-2015,270 Main St,0
271,User271,1980-09-28,502-XX-3193,271 Main St,0
272,User272,1980-09-29,737-XX-9415,272 Main St,2
273,User273,1980-09-30,229-XX-8449,273 Main St,0
274,User274,1980-10-01,152-XX-5158,274 Main St,0
275,User275,1980-10-02,783-XX-4925,275 Main St,0
276,User276,1980-10-03,829-XX-7970,276 Main St,0
277,User277,1980-10-04,771-XX-7938,277 Main St,2
278,User278,1980-10-05,809-XX-5784,278 Main St,0
279,User279,1980-10-06,515-XX-5000,279 Main St,0
280,User280,1980-10-07,346-XX-2633,280 Main St,0
281,User281,1980-10-08,935-XX-8266,281 Main St,0
282,User282,1980-10-09,538-XX-9702,282 Main St,2
283,User283,1980-10-10,302-XX-1384,283 Main St,0
284,User284,1980-10-11,283-XX-1404,284 Main St,0
285,User285,1980-10-12,222-XX-9175,285 Main St,0
286,User286,1980-10-13,500-XX-3000,286 Main St,0
287,User287,1980-10-14,866-XX-6989,287 Main St,0
288,User288,1980-10-15,393-XX-2460,288 Main St,2
289,User289,1980-10-16,379-XX-8190,289 Main St,1
290,User290,1980-10-17,936-XX-8140,290 Main St,0
291,User291,1980-10-18,983-XX-4636,291 Main St,0
292,User292,1980-10-19,709-XX-5809,292 Main St,0
293,User293,1980-10-20,297-XX-5178,293 Main St,0
294,User294,1980-10-21,610-XX-8245,294 Main St,0
295,User295,1980-10-22,851-XX-7600,295 Main St,0
296,User296,1980-10-23,243-XX-6997,296 Main St,2
297,User297,1980-10-24,708-XX-3048,297 Main St,0
298,User298,1980-10-25,300-XX-5780,298 Main St,0
299,User299,1980-10-26,223-XX-1716,299 Main St,0
300,User300,1980-10-27,286-XX-8939,300 Main St,0
301,User301,1980-10-28,425-XX-6565,301 Main St,0
302,User302,1980-10-29,563-XX-5544,302 Main St,0
303,User303,1980-10-30,448-XX-5976,303 Main St,0
304,User304,1980-10-31,870-XX-4419,304 Main St,0
305,User305,1980-11-01,759-XX-8239,305 Main St,0
306,User306,1980-11-02,863-XX-1249,306 Main St,0
307,User307,1980-11-03,502-XX-9865,307 Main St,0
308,User308,1980-11-04,445-XX-1770,308 Main St,0
309,User309,1980-11-05,610-XX-5363,309 Main St,0
310,User310,1980-11-06,246-XX-2077,310 Main St,0
311,User311,1980-11-07,247-XX-9427,311 Main St,0
312,User312,1980-11-08,963-XX-9580,312 Main St,0
313,User313,1980-11-09,810-XX-8901,313 Main St,0
314,User314,1980-11-10,919-XX-5858,314 Main St,0
315,User315,1980-11-11,588-XX-7544,315 Main St,1
316,User316,1980-11-12,739-XX-5719,316 Main St,0
317,User317,1980-11-13,650-XX-3814,317 Main St,0
318,User318,1980-11-14,437-XX-4374,318 Main St,0
319,User319,1980-11-15,971-XX-2252,319 Main St,0
320,User320,1980-11-16,740-XX-7996,320 Main St,0
321,User321,1980-11-17,878-XX-5673,321 Main St,0
322,User322,1980-11-18,572-XX-5530,322 Main St,0
323,User323,1980-11-19,250-XX-7881,323 Main St,0
324,User324,1980-11-20,514-XX-7949,324 Main St,0
325,User325,1980-11-21,397-XX-7241,325 Main St,0
326,User326,1980-11-22,710-XX-9017,326 Main St,1
327,User327,1980-11-23,362-XX-7941,327 Main St,0
328,User328,1980-11-24,863-XX-8002,328 Main St,0
329,User329,1980-11-25,243-XX-2331,329 Main St,2
330,User330,1980-11-26,445-XX-5261,330 Main St,0
331,User331,1980-11-27,723-XX-8648,331 Main St,0
332,User332,1980-11-28,671-XX-6115,332 Main St,0
333,User333,1980-11-29,980-XX-5637,333 Main St,1
334,User334,1980-11-30,101-XX-5854,334 Main St,0
335,User335,1980-12-01,996-XX-4177,335 Main St,0
336,User336,1980-12-02,403-XX-8730,336 Main St,0
337,User337,1980-12-03,353-XX-3180,337 Main St,0
338,User338,1980-12-04,751-XX-5892,338 Main St,0
339,User339,1980-12-05,552-XX-8043,339 Main St,0
340,User340,1980-12-06,136-XX-1137,340 Main St,0
341,User341,1980-12-07,259-XX-7327,341 Main St,0
342,User342,1980-12-08,108-XX-4472,342 Main St,0
343,User343,1980-12-09,332-XX-6449,343 Main St,0
344,User344,1980-12-10,198-XX-3832,344 Main St,0
345,User345,1980-12-11,758-XX-4579,345 Main St,0
346,User346,1980-12-12,915-XX-6971,346 Main St,0
347,User347,1980-12-13,307-XX-5164,347 Main St,0
348,User348,1980-12-14,230-XX-8941,348 Main St,0
349,User349,1980-12-15,503-XX-6569,349 Main St,0
350,User350,1980-12-16,251-XX-5300,350 Main St,1
351,User351,1980-12-17,153-XX-7269,351 Main St,0
352,User352,1980-12-18,219-XX-4818,352 Main St,0
353,User353,1980-12-19,772-XX-2906,353 Main St,0
354,User354,1980-12-20,727-XX-7254,354 Main St,1
355,User355,1980-12-21,686-XX-1760,355 Main St,0
356,User356,1980-12-22,724-XX-8830,356 Main St,0
357,User357,1980-12-23,519-XX-8350,357 Main St,0
358,User358,1980-12-24,521-XX-7238,358 Main St,0
359,User359,1980-12-25,203-XX-7090,359 Main St,2
360,User360,1980-12-26,951-XX-7031,360 Main St,0
361,User361,1980-12-27,353-XX-8687,361 Main St,0
362,User362,1980-12-28,326-XX-9472,362 Main St,0
363,User363,1980-12-29,211-XX-2887,363 Main St,2
364,User364,1980-12-30,609-XX-4266,364 Main St,1
365,User365,1980-12-31,572-XX-1666,365 Main St,0
366,User366,1981-01-01,198-XX-5188,366 Main St,1
367,User367,1981-01-02,252-XX-1671,367 Main St,2
368,User368,1981-01-03,960-XX-7777,368 Main St,0
369,User369,1981-01-04,995-XX-8570,369 Main St,0
370,User370,1981-01-05,977-XX-8956,370 Main St,0
371,User371,1981-01-06,437-XX-6124,371 Main St,0
372,User372,1981-01-07,805-XX-6585,372 Main St,0
373,User373,1981-01-08,921-XX-5777,373 Main St,0
374,User374,1981-01-09,262-XX-4900,374 Main St,0
375,User375,1981-01-10,819-XX-7677,375 Main St,0
376,User376,1981-01-11,780-XX-7981,376 Main St,0
377,User377,1981-01-12,260-XX-7376,377 Main St,0
378,User378,1981-01-13,679-XX-1523,378 Main St,2
379,User379,1981-01-14,900-XX-3393,379 Main St,0
380,User380,1981-01-15,497-XX-3593,380 Main St,0
381,User381,1981-01-16,376-XX-8240,381 Main St,0
382,User382,1981-01-17,915-XX-7937,382 Main St,0
383,User383,1981-01-18,603-XX-7190,383 Main St,0
384,User384,1981-01-19,995-XX-6240,384 Main St,0
385,User385,1981-01-20,491-XX-7493,385 Main St,0
386,User386,1981-01-21,234-XX-3878,386 Main St,0
387,User387,1981-01-22,294-XX-5143,387 Main St,0
388,User388,1981-01-23,500-XX-4644,388 Main St,0
389,User389,1981-01-24,739-XX-5432,389 Main St,2
390,User390,1981-01-25,132-XX-2276,390 Main St,1
391,User391,1981-01-26,787-XX-6811,391 Main St,0
392,User392,1981-01-27,559-XX-1302,392 Main St,0
393,User393,1981-01-28,982-XX-1638,393 Main St,0
394,User394,1981-01-29,569-XX-1055,394 Main St,0
395,User395,1981-01-30,474-XX-9717,395 Main St,1
396,User396,1981-01-31,121-XX-9150,396 Main St,1
397,User397,1981-02-01,849-XX-3125,397 Main St,0
398,User398,1981-02-02,769-XX-1364,398 Main St,0
399,User399,1981-02-03,137-XX-7809,399 Main St,0
400,User400,1981-02-04,329-XX-5621,400 Main St,0
401,User401,1981-02-05,464-XX-6126,401 Main St,0
402,User402,1981-02-06,662-XX-6122,402 Main St,1
403,User403,1981-02-07,537-XX-2646,403 Main St,0
404,User404,1981-02-08,875-XX-1918,404 Main St,0
405,User405,1981-02-09,382-XX-3797,405 Main St,1
406,User406,1981-02-10,126-XX-7506,406 Main St,0
407,User407,1981-02-11,325-XX-6870,407 Main St,0
408,User408,1981-02-12,376-XX-2531,408 Main St,0
409,User409,1981-02-13,897-XX-9172,409 Main St,0
410,User410,1981-02-14,708-XX-4345,410 Main St,0
411,User411,1981-02-15,383-XX-8673,411 Main St,0
412,User412,1981-02-16,978-XX-7949,412 Main St,0
413,User413,1981-02-17,580-XX-7882,413 Main St,2
414,User414,1981-02-18,552-XX-2906,414 Main St,0
415,User415,1981-02-19,928-XX-4086,415 Main St,1
416,User416,1981-02-20,915-XX-9152,416 Main St,2
417,User417,1981-02-21,758-XX-6750,417 Main St,0
418,User418,1981-02-22,615-XX-9905,418 Main St,1
419,User419,1981-02-23,646-XX-2062,419 Main St,0
420,User420,1981-02-24,291-XX-2976,420 Main St,1
421,User421,1981-02-25,148-XX-2296,421 Main St,0
422,User422,1981-02-26,611-XX-7229,422 Main St,0
423,User423,1981-02-27,116-XX-8641,423 Main St,0
424,User424,1981-02-28,271-XX-1125,424 Main St,1
425,User425,1981-03-01,319-XX-5632,425 Main St,0
426,User426,1981-03-02,257-XX-7288,426 Main St,0
427,User427,1981-03-03,576-XX-4596,427 Main St,1
428,User428,1981-03-04,145-XX-7168,428 Main St,0
429,User429,1981-03-05,472-XX-8561,429 Main St,0
430,User430,1981-03-06,617-XX-9258,430 Main St,0
431,User431,1981-03-07,198-XX-1232,431 Main St,0
432,User432,1981-03-08,991-XX-7371,432 Main St,0
433,User433,1981-03-09,844-XX-5206,433 Main St,1
434,User434,1981-03-10,136-XX-8943,434 Main St,0
435,User435,1981-03-11,379-XX-7891,435 Main St,0
436,User436,1981-03-12,448-XX-7738,436 Main St,0
437,User437,1981-03-13,596-XX-3472,437 Main St,1
438,User438,1981-03-14,401-XX-3739,438 Main St,2
439,User439,1981-03-15,280-XX-6401,439 Main St,0
440,User440,1981-03-16,706-XX-2761,440 Main St,1
441,User441,1981-03-17,198-XX-1876,441 Main St,0
442,User442,1981-03-18,799-XX-4812,442 Main St,0
443,User443,1981-03-19,215-XX-2460,443 Main St,0
444,User444,1981-03-20,290-XX-2733,444 Main St,1
445,User445,1981-03-21,352-XX-2605,445 Main St,0
446,User446,1981-03-22,260-XX-6622,446 Main St,0
447,User447,1981-03-23,355-XX-7767,447 Main St,0
448,User448,1981-03-24,422-XX-7986,448 Main St,0
449,User449,1981-03-25,227-XX-4517,449 Main St,0
450,User450,1981-03-26,117-XX-4735,450 Main St,0
451,User451,1981-03-27,892-XX-9434,451 Main St,0
452,User452,1981-03-28,834-XX-3590,452 Main St,0
453,User453,1981-03-29,665-XX-2063,453 Main St,0
454,User454,1981-03-30,669-XX-5324,454 Main St,0
455,User455,1981-03-31,422-XX-6342,455 Main St,0
456,User456,1981-04-01,971-XX-1005,456 Main St,0
457,User457,1981-04-02,785-XX-8489,457 Main St,0
458,User458,1981-04-03,891-XX-9659,458 Main St,0
459,User459,1981-04-04,725-XX-9195,459 Main St,0
460,User460,1981-04-05,387-XX-6966,460 Main St,0
461,User461,1981-04-06,953-XX-9837,461 Main St,0
462,User462,1981-04-07,762-XX-1117,462 Main St,0
463,User463,1981-04-08,738-XX-3551,463 Main St,0
464,User464,1981-04-09,254-XX-6560,464 Main St,0
465,User465,1981-04-10,589-XX-5289,465 Main St,0
466,User466,1981-04-11,485-XX-1846,466 Main St,0
467,User467,1981-04-12,884-XX-7316,467 Main St,0
468,User468,1981-04-13,203-XX-7469,468 Main St,1
469,User469,1981-04-14,492-XX-9915,469 Main St,0
470,User470,1981-04-15,910-XX-1224,470 Main St,0
471,User471,1981-04-16,345-XX-5208,471 Main St,0
472,User472,1981-04-17,275-XX-7283,472 Main St,0
473,User473,1981-04-18,138-XX-3048,473 Main St,0
474,User474,1981-04-19,576-XX-7233,474 Main St,0
475,User475,1981-04-20,781-XX-2828,475 Main St,1
476,User476,1981-04-21,858-XX-2917,476 Main St,2
477,User477,1981-04-22,637-XX-5234,477 Main St,0
478,User478,1981-04-23,966-XX-7988,478 Main St,0
479,User479,1981-04-24,917-XX-3026,479 Main St,0
480,User480,1981-04-25,507-XX-4744,480 Main St,0
481,User481,1981-04-26,624-XX-1009,481 Main St,0
482,User482,1981-04-27,927-XX-1260,482 Main St,0
483,User483,1981-04-28,605-XX-7038,483 Main St,0
484,User484,1981-04-29,924-XX-3219,484 Main St,0
485,User485,1981-04-30,135-XX-8041,485 Main St,0
486,User486,1981-05-01,784-XX-3060,486 Main St,0
487,User487,1981-05-02,119-XX-6287,487 Main St,0
488,User488,1981-05-03,420-XX-2619,488 Main St,0
489,User489,1981-05-04,875-XX-9512,489 Main St,0
490,User490,1981-05-05,611-XX-2342,490 Main St,1
491,User491,1981-05-06,499-XX-3832,491 Main St,0
492,User492,1981-05-07,753-XX-3824,492 Main St,1
493,User493,1981-05-08,982-XX-2994,493 Main St,0
494,User494,1981-05-09,570-XX-4490,494 Main St,0
495,User495,1981-05-10,242-XX-8984,495 Main St,0
496,User496,1981-05-11,191-XX-2604,496 Main St,0
497,User497,1981-05-12,453-XX-1235,497 Main St,0
